Quantify Compound Summary Report 

Printed Thu Feb 04 10:38:59 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
110	110	TQS3_210122_110	20200627_S_1_5-LC	3.24	71334	45895
111	111	TQS3_210122_111	20200701_S_1_12-LC	3.24	68095	43763
112	112	TQS3_210122_112	20200812_S_1_12-LC	3.24	8540	5020
113	113	TQS3_210122_113	20200820_C_A-LC	3.26	228	141
114	114	TQS3_210122_114	20200820_C_B-LC	3.23	5788	3589
115	115	TQS3_210122_115	20200820_C_C-LC	3.23	7486	4905
116	116	TQS3_210122_116	Blank			
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	3.23	115897	74487
118	118	TQS3_210122_118	Blank			
119	119	TQS3_210122_119	20200820_C_D-LC	3.23	12092	7234
120	120	TQS3_210122_120	20200820_C_E-LC	3.23	29	211
121	121	TQS3_210122_121	20200820_C_Ft-LC	3.22	3116	3864
122	122	TQS3_210122_122	20200831_S_1_12-LC	3.23	6039	4209
123	123	TQS3_210122_123	20200928_S_1_12-LC	3.23	999	1016
124	124	TQS3_210122_124	Blank			
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	3.23	117199	74218
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	3.23	139316	88821
127	127	TQS3_210122_127	Blank	3.22	52	83
128	128	TQS3_210122_128	20190315_W_1-LC			
129	129	TQS3_210122_129	20190510_W_1_9-LC	3.21	99	82
130	130	TQS3_210122_130	20190606_W_1_2-LC	3.23	47037	29133
131	131	TQS3_210122_131	20190615_W_1_9-LC	3.22	3805	2199
132	132	TQS3_210122_132	20200627_W_1_5-LC	3.22	30842	19372
133	133	TQS3_210122_133	Blank			
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	3.23	124771	79357
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	3.23	129627	83022
136	136	TQS3_210122_136	Blank	3.23	48	201
137	137	TQS3_210122_137	BLANK - IS	3.23	51	49
138	138	TQS3_210122_138	BLANK + IS + std MIX	3.23	432343	276435
139	139	TQS3_210122_139	QC-1-standard	3.23	502993	324334
140	140	TQS3_210122_140	QC-2	3.23	485021	309618
141	141	TQS3_210122_141	QC-3	3.23	449826	284637
142	142	TQS3_210122_142	Blank	3.21	107	115
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	3.23	125106	79464
144	144	TQS3_210122_144	Blank	3.22	83	31
145	145	TQS3_210122_145	Std 0 ng/mL			
146	146	TQS3_210122_146	Std 1.25 ng/mL	3.23	50229	32738
147	147	TQS3_210122_147	Std 3.125 ng/mL	3.23	138335	87168
148	148	TQS3_210122_148	Std 6.25 ng/mL	3.23	297044	189951
149	149	TQS3_210122_149	Std 12.5 ng/mL	3.23	512128	328621
150	150	TQS3_210122_150	Std 50 ng/mL	3.23	2328241	1483108
151	151	TQS3_210122_151	Blank	3.23	67	198
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	3.23	125833	80108
153	153	TQS3_210122_153	Blank	3.23	33	84
154	154	TQS3_210122_154	Blank	3.25	39	31

Compound 4:  Acetamiprid

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	3.79	73	71
2	2	TQS3_210122_002	Std 0 ng/mL	3.75	361	157
3	3	TQS3_210122_003	Std 1.25 ng/mL	3.75	545644	192365
4	4	TQS3_210122_004	Std 3.125 ng/mL	3.76	1443856	511830
5	5	TQS3_210122_005	Std 6.25 ng/mL	3.75	2724317	963231
6	6	TQS3_210122_006	Std 12.5 ng/mL	3.76	4476866	1620386
7	7	TQS3_210122_007	Std 50 ng/mL	3.74	9188771	6349025
8	8	TQS3_210122_008	Blank	3.75	3081	332
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	3.74	1323690	462222
10	10	TQS3_210122_010	Blank	3.80	88	830
11	11	TQS3_210122_011	BLANK - IS	3.75	6055	2210
12	12	TQS3_210122_012	BLANK + IS + std MIX	3.75	4680046	1626896
13	13	TQS3_210122_013	QC-1-standard	3.75	4652544	1623982
14	14	TQS3_210122_014	QC-2	3.75	4591958	1603327
15	15	TQS3_210122_015	QC-3	3.75	4400534	1538277
16	16	TQS3_210122_016	Blank	3.74	3136	599
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	3.75	1285645	445202
18	18	TQS3_210122_018	Blank	3.74	2912	1074
19	19	TQS3_210122_019	20190415_C_A-LC	3.76	770	355
20	20	TQS3_210122_020	20190415_C_B-LC	3.73	445	39
21	21	TQS3_210122_021	20190415_C_C-LC	3.78	37	46
22	22	TQS3_210122_022	20190415_C_D-LC	3.74	338	70
23	23	TQS3_210122_023	20190415_C_E-LC	3.75	1282	530
24	24	TQS3_210122_024	20190415_C_F-LC	3.75	1303	624
25	25	TQS3_210122_025	20190510_S_1_9-LC	3.74	333	51
26	26	TQS3_210122_026	20190511_C_G-LC	3.74	255	52
27	27	TQS3_210122_027	20190511_C_H-LC	3.76	64	51
28	28	TQS3_210122_028	20190511_C_I-LC	3.74	256	33
29	29	TQS3_210122_029	Blank	3.77	114	98
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	3.74	1295540	441191
31	31	TQS3_210122_031	Blank	3.73	1898	395
32	32	TQS3_210122_032	20190511_C_J-LC	3.75	365	109
33	33	TQS3_210122_033	20190511_C_K-LC	3.75	1151	311
34	34	TQS3_210122_034	20190511_C_L-LC	3.75	5372	1764
35	35	TQS3_210122_035	20190511_C_M-LC	3.78	70	29
36	36	TQS3_210122_036	20190511_C_N-LC	3.75	332	73
37	37	TQS3_210122_037	20190511_C_O-LC	3.78	61	45
38	38	TQS3_210122_038	20190528_C_A-LC	3.74	101	49
39	39	TQS3_210122_039	20190528_C_B-LC	3.76	181	143
40	40	TQS3_210122_040	20190528_C_C-LC	3.76	200	68
41	41	TQS3_210122_041	20190528_C_D-LC	3.76	237	291
42	42	TQS3_210122_042	Blank	3.79	61	55
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	3.75	1181774	401979
44	44	TQS3_210122_044	Blank	3.79	76	158
45	45	TQS3_210122_045	20190528_C_E-LC	3.75	3432	1111
46	46	TQS3_210122_046	20190528_C_F-LC	3.76	117	44
47	47	TQS3_210122_047	20190528_C_G-LC	3.79	58	49
48	48	TQS3_210122_048	20190528_C_H-LC	3.76	267	50
49	49	TQS3_210122_049	20190615_S_1_9-LC	3.74	111	116
50	50	TQS3_210122_050	20190819_C_I-LC	3.74	219	25
51	51	TQS3_210122_051	20190819_C_J-LC	3.75	1241253	422576
52	52	TQS3_210122_052	20190819_C_K-LC	3.75	248900	84385
53	53	TQS3_210122_053	20190819_C_L-LC	3.75	21021	6512
54	54	TQS3_210122_054	20190819_C_M-LC	3.75	558256	186892
55	55	TQS3_210122_055	Blank	3.78	272	487
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	3.75	1303759	442218
57	57	TQS3_210122_057	Blank	3.79	87	148
58	58	TQS3_210122_058	20190819_C_N-LC	3.75	175285	57848
59	59	TQS3_210122_059	20190819_C_O-LC	3.74	155	25
60	60	TQS3_210122_060	20190819_C_P-LC	3.74	20158	6599
61	61	TQS3_210122_061	20190819_C_Q-LC	3.74	778005	262394
62	62	TQS3_210122_062	20200304_C_A-LC	3.76	88	42
63	63	TQS3_210122_063	20200304_C_B-LC	3.74	407	111
64	64	TQS3_210122_064	20200304_C_C-LC	3.75	426	242
65	65	TQS3_210122_065	20200304_C_D-LC	3.74	154	32
66	66	TQS3_210122_066	20200304_C_Eg-LC	3.75	1376	119
67	67	TQS3_210122_067	20200304_C_Et-LC	3.75	2464	852
68	68	TQS3_210122_068	Blank	3.74	1603	136
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	3.74	1268422	422407
70	70	TQS3_210122_070	Blank	3.73	1669	359
71	71	TQS3_210122_071	Std 0 ng/mL	3.77	22	45
72	72	TQS3_210122_072	Std 1.25 ng/mL	3.74	530734	174897
73	73	TQS3_210122_073	Std 3.125 ng/mL	3.74	1393858	468090
74	74	TQS3_210122_074	Std 6.25 ng/mL	3.74	2765910	921979
75	75	TQS3_210122_075	Std 12.5 ng/mL	3.74	4733989	1614498
76	76	TQS3_210122_076	Std 50 ng/mL	3.72	9258684	6276955
77	77	TQS3_210122_077	Blank	3.73	3326	698
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	3.74	1250128	415568
79	79	TQS3_210122_079	Blank	3.73	2063	307
80	80	TQS3_210122_080	20200304_C_Fg-LC	3.74	1914	793
81	81	TQS3_210122_081	20200304_C_Ft-LC	3.78	165	452
82	82	TQS3_210122_082	20200304_C_G-LC	3.74	658	220
83	83	TQS3_210122_083	20200304_C_Hg-LC	3.73	1308	544
84	84	TQS3_210122_084	20200304_C_Ht-LC	3.74	1848	626
85	85	TQS3_210122_085	20200304_C_Ig-LC	3.75	679	262
86	86	TQS3_210122_086	20200304_C_It-LC	3.75	3087	898
87	87	TQS3_210122_087	20200304_C_Jg-LC	3.75	865	280
88	88	TQS3_210122_088	20200304_C_Jt-LC	3.75	3673	1183
89	89	TQS3_210122_089	20200304_C_Kg-LC	3.75	752	441
90	90	TQS3_210122_090	Blank	3.77	343	49
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	3.75	1228426	411731
92	92	TQS3_210122_092	Blank	3.75	1820	87
93	93	TQS3_210122_093	20200304_C_Kt-LC	3.75	11856	4104
94	94	TQS3_210122_094	20200304_C_L-LC	3.74	300	89
95	95	TQS3_210122_095	20200304_C_M-LC	3.74	250	20
96	96	TQS3_210122_096	20200304_C_N-LC	3.74	367	29
97	97	TQS3_210122_097	20200304_C_O-LC	3.74	4541	1483
98	98	TQS3_210122_098	20200304_C_P-LC	3.74	11623	3611
99	99	TQS3_210122_099	20200304_C_Q-LC	3.74	440	122
100	100	TQS3_210122_100	20200304_C_R-LC	3.75	6175	2213
101	101	TQS3_210122_101	20200304_C_S-LC	3.75	36690	11695
102	102	TQS3_210122_102	20200304_C_T-LC	3.76	13267	4465
103	103	TQS3_210122_103	Blank	3.74	1945	458
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	3.75	1236508	414920
105	105	TQS3_210122_105	Blank	3.74	1815	318
106	106	TQS3_210122_106	20200304_C_U-LC	3.77	69	32
107	107	TQS3_210122_107	20200304_C_V-LC	3.76	432	231
108	108	TQS3_210122_108	20200304_C_W-LC	3.77	35	35
109	109	TQS3_210122_109	20200304_C_X-LC	3.75	128	39
110	110	TQS3_210122_110	20200627_S_1_5-LC	3.75	6057140	2182594
111	111	TQS3_210122_111	20200701_S_1_12-LC	3.75	4419129	1478157
112	112	TQS3_210122_112	20200812_S_1_12-LC	3.75	2702930	910573
113	113	TQS3_210122_113	20200820_C_A-LC	3.75	8122	2308
114	114	TQS3_210122_114	20200820_C_B-LC	3.74	195376	64035
115	115	TQS3_210122_115	20200820_C_C-LC	3.74	40016	13555
116	116	TQS3_210122_116	Blank	3.73	1754	596
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	3.74	1253537	425347
118	118	TQS3_210122_118	Blank	3.79	95	45
119	119	TQS3_210122_119	20200820_C_D-LC	3.74	245889	82012
120	120	TQS3_210122_120	20200820_C_E-LC	3.74	714	51
121	121	TQS3_210122_121	20200820_C_Ft-LC	3.73	1586	643
122	122	TQS3_210122_122	20200831_S_1_12-LC	3.74	413835	138062
123	123	TQS3_210122_123	20200928_S_1_12-LC	3.74	68892	23211
124	124	TQS3_210122_124	Blank	3.74	1373	441
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	3.73	1253029	427983
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	3.74	1413641	474990
127	127	TQS3_210122_127	Blank	3.80	37	35
128	128	TQS3_210122_128	20190315_W_1-LC	3.76	108	159
129	129	TQS3_210122_129	20190510_W_1_9-LC	3.74	140	89
130	130	TQS3_210122_130	20190606_W_1_2-LC	3.76	162	60
131	131	TQS3_210122_131	20190615_W_1_9-LC	3.74	80	64
132	132	TQS3_210122_132	20200627_W_1_5-LC	3.74	1413076	473328
133	133	TQS3_210122_133	Blank	3.73	1833	509
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	3.74	1253423	423672
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	3.74	1403286	472322
136	136	TQS3_210122_136	Blank	3.73	1895	237
137	137	TQS3_210122_137	BLANK - IS	3.74	5904	2225
138	138	TQS3_210122_138	BLANK + IS + std MIX	3.74	4736770	1610263
139	139	TQS3_210122_139	QC-1-standard	3.74	5073000	1744149
140	140	TQS3_210122_140	QC-2	3.74	4863279	1668934
141	141	TQS3_210122_141	QC-3	3.74	4433062	1509882
142	142	TQS3_210122_142	Blank	3.75	860	278
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	3.74	1293816	434499
144	144	TQS3_210122_144	Blank	3.72	2125	368
145	145	TQS3_210122_145	Std 0 ng/mL	3.74	434	164
146	146	TQS3_210122_146	Std 1.25 ng/mL	3.74	548372	183670
147	147	TQS3_210122_147	Std 3.125 ng/mL	3.74	1453092	495948
148	148	TQS3_210122_148	Std 6.25 ng/mL	3.74	3101995	1055603
149	149	TQS3_210122_149	Std 12.5 ng/mL	3.74	4964038	1684946
150	150	TQS3_210122_150	Std 50 ng/mL	3.73	9232281	6487741
151	151	TQS3_210122_151	Blank	3.75	5380	1982
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	3.74	1263404	424275
153	153	TQS3_210122_153	Blank	3.73	2056	470
154	154	TQS3_210122_154	Blank	3.74	2004	575

Compound 5:  Cymoxanil

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank			
2	2	TQS3_210122_002	Std 0 ng/mL			
3	3	TQS3_210122_003	Std 1.25 ng/mL	3.98	11027	4697
4	4	TQS3_210122_004	Std 3.125 ng/mL	3.99	33717	14378
5	5	TQS3_210122_005	Std 6.25 ng/mL	3.98	65390	26640
6	6	TQS3_210122_006	Std 12.5 ng/mL	3.99	110283	45610
7	7	TQS3_210122_007	Std 50 ng/mL	3.98	470722	189317
8	8	TQS3_210122_008	Blank			
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	3.97	30017	12298
10	10	TQS3_210122_010	Blank			
11	11	TQS3_210122_011	BLANK - IS			
12	12	TQS3_210122_012	BLANK + IS + std MIX	3.98	101948	41232
13	13	TQS3_210122_013	QC-1-standard	3.97	111113	45813
14	14	TQS3_210122_014	QC-2	3.98	106659	42238
15	15	TQS3_210122_015	QC-3	3.98	106103	42761
16	16	TQS3_210122_016	Blank			
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	3.98	28270	12372
18	18	TQS3_210122_018	Blank			
19	19	TQS3_210122_019	20190415_C_A-LC			
20	20	TQS3_210122_020	20190415_C_B-LC			
21	21	TQS3_210122_021	20190415_C_C-LC			
22	22	TQS3_210122_022	20190415_C_D-LC			
23	23	TQS3_210122_023	20190415_C_E-LC			
24	24	TQS3_210122_024	20190415_C_F-LC			
25	25	TQS3_210122_025	20190510_S_1_9-LC			
26	26	TQS3_210122_026	20190511_C_G-LC			
27	27	TQS3_210122_027	20190511_C_H-LC			
28	28	TQS3_210122_028	20190511_C_I-LC	3.97	1500	503
29	29	TQS3_210122_029	Blank			
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	3.97	27103	12216
31	31	TQS3_210122_031	Blank	3.97	33	15
32	32	TQS3_210122_032	20190511_C_J-LC	3.97	22	201
33	33	TQS3_210122_033	20190511_C_K-LC	4.03	8295	9601
34	34	TQS3_210122_034	20190511_C_L-LC	4.02	35636	38179
35	35	TQS3_210122_035	20190511_C_M-LC	3.97	27	180
36	36	TQS3_210122_036	20190511_C_N-LC			
37	37	TQS3_210122_037	20190511_C_O-LC			
38	38	TQS3_210122_038	20190528_C_A-LC			
39	39	TQS3_210122_039	20190528_C_B-LC			
40	40	TQS3_210122_040	20190528_C_C-LC			
41	41	TQS3_210122_041	20190528_C_D-LC			
42	42	TQS3_210122_042	Blank			
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	3.98	27298	11641
44	44	TQS3_210122_044	Blank			
45	45	TQS3_210122_045	20190528_C_E-LC	3.99	9	185
46	46	TQS3_210122_046	20190528_C_F-LC			
47	47	TQS3_210122_047	20190528_C_G-LC			
48	48	TQS3_210122_048	20190528_C_H-LC			
49	49	TQS3_210122_049	20190615_S_1_9-LC	3.98	46535	19774
50	50	TQS3_210122_050	20190819_C_I-LC			
51	51	TQS3_210122_051	20190819_C_J-LC			
52	52	TQS3_210122_052	20190819_C_K-LC			
53	53	TQS3_210122_053	20190819_C_L-LC	4.02	11165	11511
54	54	TQS3_210122_054	20190819_C_M-LC	3.98	1816	475
55	55	TQS3_210122_055	Blank			
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	3.99	25871	10503
57	57	TQS3_210122_057	Blank			
58	58	TQS3_210122_058	20190819_C_N-LC	3.98	652	611
59	59	TQS3_210122_059	20190819_C_O-LC			
60	60	TQS3_210122_060	20190819_C_P-LC	3.97	1907	484
61	61	TQS3_210122_061	20190819_C_Q-LC			
62	62	TQS3_210122_062	20200304_C_A-LC			
63	63	TQS3_210122_063	20200304_C_B-LC			
64	64	TQS3_210122_064	20200304_C_C-LC			
65	65	TQS3_210122_065	20200304_C_D-LC			
66	66	TQS3_210122_066	20200304_C_Eg-LC			
67	67	TQS3_210122_067	20200304_C_Et-LC			
68	68	TQS3_210122_068	Blank			
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	3.97	24624	9897
70	70	TQS3_210122_070	Blank			
71	71	TQS3_210122_071	Std 0 ng/mL			
72	72	TQS3_210122_072	Std 1.25 ng/mL	3.97	9971	5187
73	73	TQS3_210122_073	Std 3.125 ng/mL	3.97	27472	10761
74	74	TQS3_210122_074	Std 6.25 ng/mL	3.98	62390	25896
75	75	TQS3_210122_075	Std 12.5 ng/mL	3.97	95465	40710
76	76	TQS3_210122_076	Std 50 ng/mL	3.97	454347	191536
77	77	TQS3_210122_077	Blank			
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	3.97	24621	11413
79	79	TQS3_210122_079	Blank			
80	80	TQS3_210122_080	20200304_C_Fg-LC			
81	81	TQS3_210122_081	20200304_C_Ft-LC	4.01	194	293
82	82	TQS3_210122_082	20200304_C_G-LC			
83	83	TQS3_210122_083	20200304_C_Hg-LC			
84	84	TQS3_210122_084	20200304_C_Ht-LC			
85	85	TQS3_210122_085	20200304_C_Ig-LC			
86	86	TQS3_210122_086	20200304_C_It-LC	3.99	31	165
87	87	TQS3_210122_087	20200304_C_Jg-LC			
88	88	TQS3_210122_088	20200304_C_Jt-LC			
89	89	TQS3_210122_089	20200304_C_Kg-LC			
90	90	TQS3_210122_090	Blank			
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	3.97	25600	9487
92	92	TQS3_210122_092	Blank			
93	93	TQS3_210122_093	20200304_C_Kt-LC	4.02	550	837
94	94	TQS3_210122_094	20200304_C_L-LC			
95	95	TQS3_210122_095	20200304_C_M-LC			
96	96	TQS3_210122_096	20200304_C_N-LC			
97	97	TQS3_210122_097	20200304_C_O-LC			
98	98	TQS3_210122_098	20200304_C_P-LC	3.96	34	438
99	99	TQS3_210122_099	20200304_C_Q-LC			
100	100	TQS3_210122_100	20200304_C_R-LC			
101	101	TQS3_210122_101	20200304_C_S-LC	3.98	151	156
102	102	TQS3_210122_102	20200304_C_T-LC	3.98	35	214
103	103	TQS3_210122_103	Blank			
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	3.98	23910	10348
105	105	TQS3_210122_105	Blank			
106	106	TQS3_210122_106	20200304_C_U-LC			
107	107	TQS3_210122_107	20200304_C_V-LC			
108	108	TQS3_210122_108	20200304_C_W-LC			
109	109	TQS3_210122_109	20200304_C_X-LC			
110	110	TQS3_210122_110	20200627_S_1_5-LC	3.98	78	904
111	111	TQS3_210122_111	20200701_S_1_12-LC	4.03	1280	1803
112	112	TQS3_210122_112	20200812_S_1_12-LC	4.03	1897	1988
113	113	TQS3_210122_113	20200820_C_A-LC			
114	114	TQS3_210122_114	20200820_C_B-LC	4.02	278	271
115	115	TQS3_210122_115	20200820_C_C-LC	3.97	150	495
116	116	TQS3_210122_116	Blank			
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	3.97	25004	9508
118	118	TQS3_210122_118	Blank			
119	119	TQS3_210122_119	20200820_C_D-LC	4.02	487	359
120	120	TQS3_210122_120	20200820_C_E-LC			
121	121	TQS3_210122_121	20200820_C_Ft-LC	4.01	1438	1249
122	122	TQS3_210122_122	20200831_S_1_12-LC	4.01	786	537
123	123	TQS3_210122_123	20200928_S_1_12-LC	3.96	70	266
124	124	TQS3_210122_124	Blank			
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	3.96	24120	10153
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	3.97	27519	11269
127	127	TQS3_210122_127	Blank			
128	128	TQS3_210122_128	20190315_W_1-LC			
129	129	TQS3_210122_129	20190510_W_1_9-LC			
130	130	TQS3_210122_130	20190606_W_1_2-LC			
131	131	TQS3_210122_131	20190615_W_1_9-LC	4.00	395	61
132	132	TQS3_210122_132	20200627_W_1_5-LC			
133	133	TQS3_210122_133	Blank			
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	3.97	25173	10588
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	3.97	27424	11758
136	136	TQS3_210122_136	Blank			
137	137	TQS3_210122_137	BLANK - IS			
138	138	TQS3_210122_138	BLANK + IS + std MIX	3.97	97585	40980
139	139	TQS3_210122_139	QC-1-standard	3.97	109088	45989
140	140	TQS3_210122_140	QC-2	3.97	117936	47235
141	141	TQS3_210122_141	QC-3	3.97	102843	41724
142	142	TQS3_210122_142	Blank			
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	3.97	28970	12572
144	144	TQS3_210122_144	Blank			
145	145	TQS3_210122_145	Std 0 ng/mL			
146	146	TQS3_210122_146	Std 1.25 ng/mL	3.97	10403	4659
147	147	TQS3_210122_147	Std 3.125 ng/mL	3.97	29847	12388
148	148	TQS3_210122_148	Std 6.25 ng/mL	3.97	65260	26758
149	149	TQS3_210122_149	Std 12.5 ng/mL	3.97	115113	47918
150	150	TQS3_210122_150	Std 50 ng/mL	3.97	473897	196815
151	151	TQS3_210122_151	Blank			
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	3.97	25178	9959
153	153	TQS3_210122_153	Blank			
154	154	TQS3_210122_154	Blank			

Compound 6:  Propamocarb

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	2.89	104	
2	2	TQS3_210122_002	Std 0 ng/mL	2.90	43	18
3	3	TQS3_210122_003	Std 1.25 ng/mL	2.86	201810	85301
4	4	TQS3_210122_004	Std 3.125 ng/mL	2.86	531777	221525
5	5	TQS3_210122_005	Std 6.25 ng/mL	2.86	1078027	429646
6	6	TQS3_210122_006	Std 12.5 ng/mL	2.86	2015050	817910
7	7	TQS3_210122_007	Std 50 ng/mL	2.85	8703231	3540132
8	8	TQS3_210122_008	Blank	2.91	147	46
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	2.85	488968	198873
10	10	TQS3_210122_010	Blank	2.90	52	58
11	11	TQS3_210122_011	BLANK - IS	2.88	155	102
12	12	TQS3_210122_012	BLANK + IS + std MIX	2.86	255212	104609
13	13	TQS3_210122_013	QC-1-standard	2.86	1100020	443552
14	14	TQS3_210122_014	QC-2	2.85	976861	398296
15	15	TQS3_210122_015	QC-3	2.86	768726	311514
16	16	TQS3_210122_016	Blank	2.91	70	88
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	2.86	468831	195239
18	18	TQS3_210122_018	Blank	2.90	91	20
19	19	TQS3_210122_019	20190415_C_A-LC	2.88	2504	372
20	20	TQS3_210122_020	20190415_C_B-LC	2.91	111	98
21	21	TQS3_210122_021	20190415_C_C-LC	2.90	202	144
22	22	TQS3_210122_022	20190415_C_D-LC	2.90	125	238
23	23	TQS3_210122_023	20190415_C_E-LC	2.89	136	59
24	24	TQS3_210122_024	20190415_C_F-LC	2.91	112	48
25	25	TQS3_210122_025	20190510_S_1_9-LC	2.82	2782	651
26	26	TQS3_210122_026	20190511_C_G-LC	2.90	230	32
27	27	TQS3_210122_027	20190511_C_H-LC	2.89	433	45
28	28	TQS3_210122_028	20190511_C_I-LC	2.85	44777	18104
29	29	TQS3_210122_029	Blank	2.86	199	34
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	2.85	459396	183175
31	31	TQS3_210122_031	Blank	2.87	204	55
32	32	TQS3_210122_032	20190511_C_J-LC	2.85	2347	226
33	33	TQS3_210122_033	20190511_C_K-LC	2.89	348	370
34	34	TQS3_210122_034	20190511_C_L-LC			
35	35	TQS3_210122_035	20190511_C_M-LC	2.90	122	36
36	36	TQS3_210122_036	20190511_C_N-LC	2.86	2734	835
37	37	TQS3_210122_037	20190511_C_O-LC	2.87	1119	429
38	38	TQS3_210122_038	20190528_C_A-LC	2.85	1188	249
39	39	TQS3_210122_039	20190528_C_B-LC	2.90	50	43
40	40	TQS3_210122_040	20190528_C_C-LC	2.86	661	106
41	41	TQS3_210122_041	20190528_C_D-LC	2.90	177	322
42	42	TQS3_210122_042	Blank	2.91	82	
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	2.86	408029	168217
44	44	TQS3_210122_044	Blank	2.91	61	35
45	45	TQS3_210122_045	20190528_C_E-LC	2.85	4602	805
46	46	TQS3_210122_046	20190528_C_F-LC	2.90	287	142
47	47	TQS3_210122_047	20190528_C_G-LC	2.85	3604	1067
48	48	TQS3_210122_048	20190528_C_H-LC	2.89	625	25
49	49	TQS3_210122_049	20190615_S_1_9-LC	2.84	2328	755
50	50	TQS3_210122_050	20190819_C_I-LC	2.87	4420	1487
51	51	TQS3_210122_051	20190819_C_J-LC	2.86	576138	235026
52	52	TQS3_210122_052	20190819_C_K-LC	2.86	410044	166653
53	53	TQS3_210122_053	20190819_C_L-LC	2.85	15543	5161
54	54	TQS3_210122_054	20190819_C_M-LC	2.86	418032	167029
55	55	TQS3_210122_055	Blank	2.86	289	34
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	2.86	419721	170197
57	57	TQS3_210122_057	Blank	2.90	93	12
58	58	TQS3_210122_058	20190819_C_N-LC	2.86	451552	184456
59	59	TQS3_210122_059	20190819_C_O-LC	2.85	3613	1334
60	60	TQS3_210122_060	20190819_C_P-LC	2.85	1227986	493231
61	61	TQS3_210122_061	20190819_C_Q-LC	2.85	630239	252693
62	62	TQS3_210122_062	20200304_C_A-LC			111
63	63	TQS3_210122_063	20200304_C_B-LC	2.89	163	73
64	64	TQS3_210122_064	20200304_C_C-LC	2.87	1957	335
65	65	TQS3_210122_065	20200304_C_D-LC	2.85	2375	1036
66	66	TQS3_210122_066	20200304_C_Eg-LC	2.80	1241	164
67	67	TQS3_210122_067	20200304_C_Et-LC	2.90	212	64
68	68	TQS3_210122_068	Blank	2.90	29	22
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	2.86	418549	170913
70	70	TQS3_210122_070	Blank	2.87	249	
71	71	TQS3_210122_071	Std 0 ng/mL	2.92	37	
72	72	TQS3_210122_072	Std 1.25 ng/mL	2.86	174740	69824
73	73	TQS3_210122_073	Std 3.125 ng/mL	2.85	461535	189019
74	74	TQS3_210122_074	Std 6.25 ng/mL	2.85	931620	368055
75	75	TQS3_210122_075	Std 12.5 ng/mL	2.85	1634436	656835
76	76	TQS3_210122_076	Std 50 ng/mL	2.85	7583192	2969263
77	77	TQS3_210122_077	Blank	2.90	130	200
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	2.85	418016	167010
79	79	TQS3_210122_079	Blank	2.91	55	49
